List of importing markets for a product exported by Hong Kong, China Product: TOTAL All products
"Importers"	"Exported value in 2001"	"Exported value in 2002"	"Exported value in 2003"	"Exported value in 2004"	"Exported value in 2005"	"Exported value in 2006"	"Exported value in 2007"	"Exported value in 2008"	"Exported value in 2009"	"Exported value in 2010"	"Exported value in 2011"	"Exported value in 2012"	
Indonesia	841,837	862,301	1,000,017	1,107,751	1,264,921	1,429,886	1,812,520	2,181,242	2,190,215	2,822,776	3,036,495	2,688,036	
Iran (Islamic Republic of)	30,944	26,559	37,553	49,894	61,365	85,072	83,115	106,368	100,746	130,780	185,524	156,400	
Iraq	1,470	1,511	64	1,974	1,524	3,182	5,454	3,811	3,676	6,230	16,540	15,360	
Ireland	369,067	323,959	360,150	419,216	394,917	405,601	396,901	396,378	301,350	321,934	298,733	253,070	
Israel	645,295	657,795	803,141	873,538	1,096,550	1,323,065	1,488,170	1,721,599	1,061,501	1,271,005	1,893,407	1,842,553	
Italy	2,051,289	2,080,141	2,478,401	3,005,527	3,411,132	3,883,264	4,216,037	4,364,893	3,551,233	3,680,031	3,837,027	3,226,509	
Jamaica	15,426	15,003	13,699	11,190	8,514	6,987	6,438	9,626	5,407	15,999	6,772	5,238	
Japan	11,246,949	10,813,517	12,088,872	13,914,859	15,303,871	15,534,597	15,341,074	15,606,577	14,119,893	16,496,752	17,425,680	18,567,228	
Jordan	70,030	119,811	158,292	201,812	199,081	226,483	214,722	181,282	104,135	107,450	123,674	130,190	
Kazakhstan	13,259	8,219	3,838	10,370	7,104	10,838	19,521	20,568	22,747	37,372	46,091	47,115	
Kenya	33,588	39,191	47,205	67,404	65,194	67,974	82,585	107,324	119,172	231,767	145,827	172,267	
Kiribati	319	246	274	253	437	449	599	554	521	500	356	440	
Korea, Democratic People's Republic of	42,562	29,169	12,142	11,088	9,668	7,931	15,397	8,997	26,091	19,327	11,980	57,009	
Korea, Republic of	3,427,761	4,210,894	5,908,679	8,738,024	6,539,746	7,069,487	7,259,427	7,098,116	6,197,910	7,630,885	8,448,118	8,135,092	
Kuwait	50,135	51,320	50,196	51,884	53,017	55,868	57,743	119,345	115,252	105,985	130,529	142,206	
Kyrgyzstan	154	80	474	518	559	2,037	4,826	2,236	1,746	813	14,657	9,239	
LAIA not elsewhere specified	18,903	18,792	49,750	40,195	0	0	51,765	47,092	27,376	117,273	125,601	132,685	
Lao People's Democratic Republic	9,207	5,590	7,373	7,229	7,535	14,067	13,420	21,299	16,767	27,182	29,495	24,975	
Latvia	11,982	10,533	19,101	28,209	31,386	43,485	54,645	88,188	96,803	122,267	181,755	120,882	
Lebanon	66,950	56,666	44,481	46,412	40,730	56,700	43,948	58,954	61,988	90,045	64,164	67,487	
Lesotho	21,845	50,997	76,005	87,116	68,825	69,012	57,758	49,876	26,670	21,812	18,867	17,124	
Liberia	6,142	4,854	5,852	9,327	7,705	5,804	7,178	6,999	3,994	3,285	4,451	2,595	
Libya	2,378	2,188	1,654	1,281	1,969	2,204	3,266	6,059	6,449	9,162	3,378	11,221	
Lithuania	8,999	11,693	14,830	25,760	29,689	31,748	39,170	76,552	53,009	67,572	100,546	78,875	
Luxembourg	0	0	44,261	72,754	114,270	138,494	121,568	69,655	72,029	69,209	92,954	107,141	
Macao, China	1,156,893	1,058,496	1,119,426	1,247,815	1,597,272	1,861,966	2,241,933	2,546,510	2,325,407	2,831,018	4,152,518	4,726,628	
Macedonia, The Former Yugoslav Republic of	1,230	1,395	1,573	3,273	2,196	5,388	3,798	6,857	3,503	3,974	9,063	9,050	
Madagascar	86,367	30,227	86,153	103,369	86,183	88,180	124,243	108,764	54,453	29,276	36,036	45,451	
Malawi	2,771	1,415	3,572	1,978	812	1,941	970	7,446	30,306	22,028	18,005	9,510	
Malaysia	1,633,320	2,086,562	2,015,524	2,331,230	2,418,779	2,849,197	3,246,256	3,509,572	2,471,840	3,326,795	3,808,148	3,920,260	
Maldives	3,817	1,516	1,534	1,484	2,433	3,851	4,622	5,022	3,713	6,650	5,673	6,165	
Mali	16,225	15,095	10,201	12,866	11,969	12,228	13,008	19,909	12,000	35,857	37,129	40,024	
Malta	24,397	33,641	30,462	21,212	22,269	24,415	27,593	26,277	17,652	18,383	20,662	24,662	
Marshall Islands	0	1,090	603	801	667	407	357	384	371	344	281	431	
Mauritania	4,530	3,134	2,185	1,791	2,513	2,351	748	1,170	6,740	6,083	3,432	5,904	
Mauritius	101,424	99,929	87,391	63,975	41,935	45,048	49,864	47,573	37,181	35,085	44,596	53,889	
Mexico	1,156,184	1,652,588	920,826	938,919	1,172,723	1,455,267	1,595,102	1,736,668	1,244,556	1,761,574	2,086,043	2,187,481	
Micronesia (Federated States of)	3,608	8,268	3,847	4,548	3,738	4,015	2,759	1,641	1,884	2,167	1,848	1,830	
Mongolia	14,133	16,229	20,844	27,122	12,800	10,344	9,334	13,553	11,191	18,988	41,420	37,161	
Montenegro	0	0	0	0	0	0	3,130	3,064	1,500	2,894	2,773	3,727	
Morocco	30,049	27,927	31,338	30,463	30,474	65,632	96,379	107,215	112,125	112,047	113,536	132,998	
Mozambique	3,327	4,167	9,363	4,548	3,882	3,810	2,430	3,822	5,984	6,881	18,963	25,660	
Myanmar	63,677	63,652	43,985	44,704	35,633	37,165	49,235	48,943	38,867	53,563	58,824	84,965	
Namibia	1,048	816	3,658	7,653	5,300	10,715	3,320	11,058	16,080	13,215	11,516	16,588	
Nauru	218	328	147	389	343	4	7	0	45	24	204	173	
Nepal	52,536	36,705	23,803	30,856	18,101	19,449	27,073	22,211	25,701	34,950	55,577	56,212	
Netherland Antilles	49,950	45,527	0	0	0	0	0	0	0	0	0	0	
Netherlands	3,245,613	3,364,670	3,591,559	4,255,262	5,482,305	5,283,425	5,693,933	5,821,163	4,807,354	5,678,982	5,429,114	5,342,133	
New Zealand	275,848	283,712	356,100	416,726	468,354	468,889	521,148	528,567	413,790	493,006	533,854	532,962	
Nicaragua	14,487	20,640	31,575	38,375	46,856	75,503	65,073	33,040	29,413	37,256	59,240	61,532	
Niger	2,233	2,047	1,890	1,034	1,645	1,826	1,262	4,191	1,638	2,659	3,358	5,724	
Nigeria	179,670	149,945	148,154	120,800	86,288	124,348	195,336	305,406	231,170	203,400	290,662	384,814	
Northern Mariana Islands	0	125,638	138,402	109,814	88,445	72,311	42,828	17,862	9,937	17,992	26,859	33,661	
Norway	292,414	297,919	319,278	338,693	367,154	362,291	364,469	381,249	305,126	356,274	362,683	300,642	
Oceania Nes	17,808	14,226	21,086	23,411	25,702	35,664	31,372	24,487	22,318	17,829	24,730	30,090	
Oman	23,181	20,326	20,256	17,202	16,406	23,272	31,290	38,241	52,825	53,352	40,702	44,164	
Pakistan	78,825	95,763	108,836	126,520	140,473	156,887	170,679	157,676	124,933	179,037	186,663	262,500	
Panama	929,756	700,181	528,278	582,852	547,642	476,193	494,124	465,616	263,670	342,648	420,002	320,507	
Papua New Guinea	8,850	8,860	6,658	6,534	6,968	6,467	9,814	11,963	13,325	17,492	46,223	41,084	
Paraguay	116,718	83,916	108,388	131,617	108,870	88,580	102,431	170,304	90,216	312,235	380,684	342,736	
Peru	53,629	54,781	56,158	61,557	66,391	84,192	116,610	116,319	138,185	143,279	209,649	247,214	
Philippines	1,923,787	2,304,115	2,223,459	2,524,138	2,635,449	2,681,427	2,865,296	2,770,193	2,035,119	2,237,983	2,652,781	2,937,142	
Pitcairn	0	8	4	3	0	49	4	2	0	2	0	0	
Poland	207,611	221,537	239,629	290,301	354,675	463,844	611,472	726,794	536,607	707,156	767,594	773,051	
Portugal	125,181	115,889	120,822	150,115	183,347	180,807	248,311	273,898	195,161	205,592	247,048	232,591	
Qatar	24,587	18,401	26,279	26,542	22,781	41,135	35,268	46,319	49,142	53,024	67,880	93,427	
Republic of Moldova	456	398	526	627	825	11,267	3,619	6,872	4,211	10,445	14,389	17,835	
Romania	22,522	20,241	30,847	43,514	46,706	84,680	162,591	281,325	235,806	319,780	364,165	195,811	
Russian Federation	211,725	215,877	281,783	428,009	503,451	580,549	896,376	1,102,157	728,576	1,487,757	1,754,144	2,183,192	
Rwanda	331	462	658	383	1,048	645	77	405	474	1,154	2,823	4,458	
Samoa	505	396	510	334	311	483	795	612	354	665	2,265	1,272	
Sao Tome and Principe	0	0	46	106	41	169	17	33	1	83	361	35	
Saudi Arabia	338,093	267,243	316,725	305,302	370,539	400,153	408,057	543,523	572,141	602,795	628,373	752,579	
Senegal	22,078	21,855	22,777	25,308	25,697	19,679	19,919	23,214	32,970	23,012	22,026	28,322	
Serbia	0	0	0	0	0	15,700	20,580	29,857	21,074	20,885	29,941	31,124	
Serbia and Montenegro	5,404	6,014	8,023	12,620	12,397	0	0	0	0	0	0	0	
Seychelles	917	877	914	869	800	1,510	1,566	2,198	1,146	1,786	3,448	4,241	
Sierra Leone	10,544	9,806	9,618	9,181	8,255	8,504	10,670	9,379	10,121	5,079	5,992	5,163	
Singapore	3,852,148	4,164,099	4,638,547	5,692,044	6,046,392	6,353,791	6,502,297	7,265,004	5,592,843	7,187,684	7,658,850	8,147,056	
Slovakia	20,122	18,541	24,417	44,589	44,118	63,354	132,460	181,189	135,582	195,223	202,114	168,563	
Slovenia	20,130	23,842	30,889	38,814	43,881	51,341	62,784	65,453	61,584	56,106	63,096	51,143	
Solomon Islands	2,908	1,491	2,009	2,035	2,243	2,018	2,234	2,648	4,766	2,852	5,164	6,252	
Somalia	1	3	68	90	46	130	176	86	54	83	25	5,018	
South Africa	463,046	400,727	511,110	774,219	771,432	841,971	788,737	799,794	599,242	748,669	814,366	736,191	
Spain	1,424,412	1,385,493	1,684,121	1,881,225	2,244,483	2,399,266	2,395,592	2,263,037	1,677,306	1,921,715	1,993,885	1,725,024	
Sri Lanka	357,698	348,753	403,991	429,927	429,872	442,445	438,585	416,339	312,085	342,984	404,411	401,998	
Sudan (North + South)	2,746	4,082	5,092	6,775	8,708	9,517	11,844	10,423	11,591	11,756	16,992	15,453	
Suriname	2,460	2,542	1,816	1,787	1,985	1,834	4,571	3,290	2,164	5,768	7,591	4,622	
Swaziland	14,889	17,252	17,400	19,182	11,517	18,463	19,359	16,386	7,817	9,377	16,716	6,397	
Sweden	658,987	617,612	679,182	768,339	870,528	938,294	985,689	1,034,905	876,681	1,023,380	1,089,954	997,928	
Switzerland	1,287,318	1,307,350	2,104,442	1,937,826	1,861,995	2,612,971	3,043,392	3,514,607	3,920,963	3,534,251	4,052,852	4,044,293	
Syrian Arab Republic	23,817	22,362	22,236	42,418	41,294	17,543	24,844	26,067	18,633	19,374	13,334	6,213	
Taipei, Chinese	4,639,477	4,485,087	5,482,241	6,433,115	6,769,351	7,023,639	7,125,188	7,318,993	7,459,698	9,309,598	11,621,624	10,846,166	
Tajikistan	0	101	307	53	74	1,428	6,902	1,043	3,793	1,830	9,192	8,000	
Tanzania, United Republic of	12,665	12,151	12,006	16,858	20,839	28,683	33,023	27,450	17,909	24,395	29,550	27,364	
Thailand	1,897,951	2,206,086	2,516,773	3,021,186	3,000,545	3,413,769	3,800,080	4,653,917	3,795,232	4,912,268	6,224,862	6,091,807	
Togo	57,158	45,912	33,638	29,441	30,005	26,815	20,388	16,108	9,124	8,957	9,224	6,085	
Tokelau	0	72	0	7	5	10	24	18	19	102	100	95	
Tonga	277	488	190	359	350	173	252	1,962	742	250	259	494	
Trinidad and Tobago	11,029	9,423	9,475	8,636	8,426	8,234	7,335	7,641	6,868	20,589	14,144	11,719	
Tunisia	13,258	13,109	11,694	14,610	16,163	24,819	33,373	37,393	57,185	86,275	102,601	111,387	
Turkey	226,038	285,667	389,865	513,953	597,589	604,310	623,899	709,230	623,266	740,674	873,998	814,534	
Turkmenistan	178	320	193	677	740	787	481	3,614	8,558	3,335	1,835	1,595	
Tuvalu	28	30	46	24	25	77	40	397	17	9	29	47	
Uganda	7,081	5,727	3,978	4,481	6,427	9,093	10,991	7,428	11,520	13,511	26,066	31,068	
Ukraine	48,819	44,575	54,080	61,918	82,700	132,856	202,124	226,263	118,410	146,377	190,569	236,554	
United Arab Emirates	1,141,010	1,395,957	1,749,516	1,976,746	1,934,918	2,090,527	2,622,075	2,944,497	2,756,313	2,727,739	3,844,238	4,608,824	
United Kingdom	7,202,690	7,303,535	8,988,152	9,612,327	9,680,887	11,825,705	10,528,089	10,732,009	12,670,760	9,751,122	7,542,949	7,354,356	
United States Minor Outlying Islands	240,236	70,442	58,208	57,630	42,468	40,853	41,166	49,868	67,490	89,504	120,724	129,393	
United States of America	42,367,504	42,770,351	41,713,768	43,952,933	46,491,775	47,875,353	47,318,696	46,219,739	36,854,325	42,816,343	42,660,146	43,694,387	
Uruguay	63,454	25,825	20,907	24,607	37,079	34,171	36,596	49,919	42,744	83,096	109,394	114,856	
Uzbekistan	1,525	1,302	2,579	6,206	2,897	3,773	4,679	24,940	11,616	6,551	18,645	11,433	
Vanuatu	1,383	1,444	1,684	1,516	1,471	1,532	2,102	4,142	1,949	1,997	3,080	3,796	
Venezuela	206,569	111,075	39,781	76,500	120,647	168,467	152,181	149,711	118,626	156,508	137,740	169,931	
Viet Nam	542,008	779,301	993,568	1,243,080	1,307,606	1,571,007	2,447,542	3,214,241	3,319,607	4,387,071	6,001,942	6,555,872	
Yemen	4,439	4,249	4,360	5,550	2,700	6,135	7,957	3,171	5,357	3,041	4,303	5,104	
Zambia	1,374	931	1,644	2,126	3,538	2,687	4,562	11,293	19,644	10,388	33,646	19,633	
Zimbabwe	8,519	6,474	4,147	2,868	2,123	1,160	1,191	1,678	3,340	18,433	16,499	12,654	
